user_id,targeted_marketing_action
1375088.8075085329,LAPSED_CART_ADDER
5883906.9396972314,LAPSED_CART_ADDER
43388625.2182088760,LAPSED_CART_ADDER
61739065.8878096420,LAPSED_CART_ADDER
65181693.1280830515,LAPSED_CART_ADDER
73674869.2198404469,LAPSED_CART_ADDER
4853102668.3131296372,LAPSED_CART_ADDER
1280497.1135230583,LAPSED_CART_ADDER
2292449.4338846940,LAPSED_CART_ADDER
3841118.4756694642,LAPSED_CART_ADDER
4173971.6945145995,LAPSED_CART_ADDER
4227510.3498471228,LAPSED_CART_ADDER
4251513.3033899778,LAPSED_CART_ADDER
7136448.3265506488,LAPSED_CART_ADDER
7324480.9175372170,LAPSED_CART_ADDER
7409489.3860674220,LAPSED_CART_ADDER
7645600.3657797369,LAPSED_CART_ADDER
8116564.4463481668,LAPSED_CART_ADDER
11050484.2064787601,LAPSED_CART_ADDER
13720367.4523702877,LAPSED_CART_ADDER
20941672.8299411474,LAPSED_CART_ADDER
28678973.5941791536,LAPSED_CART_ADDER
41129960.5287643574,LAPSED_CART_ADDER
48165638.2997225976,LAPSED_CART_ADDER
53992820.0623967032,LAPSED_CART_ADDER
63684070.7014578557,LAPSED_CART_ADDER
72451442.7739425316,LAPSED_CART_ADDER
88073191.1374187345,LAPSED_CART_ADDER
88850819.2817976532,LAPSED_CART_ADDER
91518505.9202272687,LAPSED_CART_ADDER
1905346704.9187570306,LAPSED_CART_ADDER
5264462.9365636360,LAPSED_CART_ADDER
28032580.5621540885,LAPSED_CART_ADDER
46212478.8987323012,LAPSED_CART_ADDER
37516303.7662904162,LAPSED_CART_ADDER
4583015.8834693967,LAPSED_CART_ADDER
36848904.2151642851,LAPSED_CART_ADDER
1078737.0820092702,LAPSED_CART_ADDER
4031809.6121822587,LAPSED_CART_ADDER
6663592.0809397347,LAPSED_CART_ADDER
8041303.4678888311,LAPSED_CART_ADDER
8252355.5120864064,LAPSED_CART_ADDER
29355606.5319523802,LAPSED_CART_ADDER
33090027.0903481655,LAPSED_CART_ADDER
38067757.0522298514,LAPSED_CART_ADDER
43737634.2193018752,LAPSED_CART_ADDER
7604791.3167433410,LAPSED_CART_ADDER
63233084.4606859918,LAPSED_CART_ADDER
2594260127.5834290420,LAPSED_CART_ADDER
67614599.5030943616,LAPSED_CART_ADDER
1057556.6271897214,LAPSED_CART_ADDER
5493355.9099086493,LAPSED_CART_ADDER
6658863.7677720272,LAPSED_CART_ADDER
7030932.2371286197,LAPSED_CART_ADDER
7244210.7038247527,LAPSED_CART_ADDER
9725768.9370303838,LAPSED_CART_ADDER
22082537.9453086378,LAPSED_CART_ADDER
42738845.1335908077,LAPSED_CART_ADDER
58172774.0310549902,LAPSED_CART_ADDER
60120304.3608723493,LAPSED_CART_ADDER
63450727.2470382277,LAPSED_CART_ADDER
78361101.2939863571,LAPSED_CART_ADDER
81033306.5667486926,LAPSED_CART_ADDER
6399487284.4926742325,LAPSED_CART_ADDER
7092425695.5598930451,LAPSED_CART_ADDER
85147543.3855640204,LAPSED_CART_ADDER
1710551.6896549068,LAPSED_CART_ADDER
1767954.2053321950,LAPSED_CART_ADDER
1894341.2684082284,LAPSED_CART_ADDER
2508485.0568163235,LAPSED_CART_ADDER
4587801.0318533634,LAPSED_CART_ADDER
5527017.2916485414,LAPSED_CART_ADDER
5589958.1158957379,LAPSED_CART_ADDER
21392259.9427375083,LAPSED_CART_ADDER
22632318.6182274493,LAPSED_CART_ADDER
26534820.8362206162,LAPSED_CART_ADDER
28285219.2220883250,LAPSED_CART_ADDER
37954174.6853949522,LAPSED_CART_ADDER
87456137.9866332560,LAPSED_CART_ADDER
89730372.5636691661,LAPSED_CART_ADDER
94722264.0180665069,LAPSED_CART_ADDER
6250826863.4888035982,LAPSED_CART_ADDER
7239000224.1169238592,LAPSED_CART_ADDER
17915052.9314934286,LAPSED_CART_ADDER
20113809.8687003961,LAPSED_CART_ADDER
48089772.4532856335,LAPSED_CART_ADDER
5980975.6141058811,LAPSED_CART_ADDER
5987171.1173415082,LAPSED_CART_ADDER
25886072.3285675692,LAPSED_CART_ADDER
27853675.9257650752,LAPSED_CART_ADDER
8697832.7658029149,LAPSED_CART_ADDER
82379049.4680589452,LAPSED_CART_ADDER
1990491.3893000361,LAPSED_CART_ADDER
2856545.1057637132,LAPSED_CART_ADDER
4015519.0757720765,LAPSED_CART_ADDER
26776431.5444855772,LAPSED_CART_ADDER
38050258.5403414260,LAPSED_CART_ADDER
53067943.8636445638,LAPSED_CART_ADDER
65541226.9896109368,LAPSED_CART_ADDER
78966520.2065669153,LAPSED_CART_ADDER
2565437.2203601990,LAPSED_CART_ADDER
1662761.0329935201,LAPSED_CART_ADDER
1855588.3707591185,LAPSED_CART_ADDER
2590160.6103004261,LAPSED_CART_ADDER
4652436.7569773854,LAPSED_CART_ADDER
7209227.6145214653,LAPSED_CART_ADDER
10187784.9552322576,LAPSED_CART_ADDER
27132225.4926458407,LAPSED_CART_ADDER
31003222.5875903945,LAPSED_CART_ADDER
51169594.7482476066,LAPSED_CART_ADDER
57407822.1748648364,LAPSED_CART_ADDER
79387768.7097107719,LAPSED_CART_ADDER
84699464.5599547382,LAPSED_CART_ADDER
1103873704.8571246447,LAPSED_CART_ADDER
3763327252.1561756509,LAPSED_CART_ADDER
1032661.4433949510,LAPSED_CART_ADDER
20277552.1459762172,LAPSED_CART_ADDER
67786766.9031432652,LAPSED_CART_ADDER
1093712.6984998659,LAPSED_CART_ADDER
2023035.6131522592,LAPSED_CART_ADDER
4889028.3227299855,LAPSED_CART_ADDER
4921321.2115006457,LAPSED_CART_ADDER
29839951.4176518125,LAPSED_CART_ADDER
38588480.7686415378,LAPSED_CART_ADDER
71881969.1939267965,LAPSED_CART_ADDER
83450506.0107871278,LAPSED_CART_ADDER
645071287.5350279984,LAPSED_CART_ADDER
85149684.4578983865,LAPSED_CART_ADDER
5017265.7073584671,LAPSED_CART_ADDER
5735086.3188706326,LAPSED_CART_ADDER
9940724.4666996295,LAPSED_CART_ADDER
12933076.2373815522,LAPSED_CART_ADDER
24757593.3661784102,LAPSED_CART_ADDER
51296549.3324783849,LAPSED_CART_ADDER
65718506.7996486485,LAPSED_CART_ADDER
86448119.4871560926,LAPSED_CART_ADDER
3431674.6507412861,LAPSED_CART_ADDER
2460888.9007786376,LAPSED_CART_ADDER
3428814.8320740901,LAPSED_CART_ADDER
7480063.7197153661,LAPSED_CART_ADDER
8791809.3152834234,LAPSED_CART_ADDER
24832942.8517312063,LAPSED_CART_ADDER
26871778.5228637619,LAPSED_CART_ADDER
55889648.1049267621,LAPSED_CART_ADDER
56514830.7785603606,LAPSED_CART_ADDER
68872062.0655187183,LAPSED_CART_ADDER
85524443.4697785862,LAPSED_CART_ADDER
88907950.7986786342,LAPSED_CART_ADDER
91497035.3585696375,LAPSED_CART_ADDER
65830024.5798471736,LAPSED_CART_ADDER
89720434.3301934265,LAPSED_CART_ADDER
3117591.9909215090,LAPSED_CART_ADDER
55855817.1197275493,LAPSED_CART_ADDER
58584548.8532521369,LAPSED_CART_ADDER
1594630.9780159616,LAPSED_CART_ADDER
2599008.0256503854,LAPSED_CART_ADDER
3301576.6228948912,LAPSED_CART_ADDER
3710873.1368908956,LAPSED_CART_ADDER
5333615.5834225154,LAPSED_CART_ADDER
5955359.7040512305,LAPSED_CART_ADDER
7831143.5033050086,LAPSED_CART_ADDER
8579489.4532990186,LAPSED_CART_ADDER
9871818.0316090249,LAPSED_CART_ADDER
13182500.2857669861,LAPSED_CART_ADDER
23822114.9665735336,LAPSED_CART_ADDER
26849717.3546963867,LAPSED_CART_ADDER
30079746.6674669756,LAPSED_CART_ADDER
30608434.4497139794,LAPSED_CART_ADDER
30799740.2012183353,LAPSED_CART_ADDER
32710662.5781372823,LAPSED_CART_ADDER
47545170.9675717418,LAPSED_CART_ADDER
51905782.8896445445,LAPSED_CART_ADDER
52076058.1505352378,LAPSED_CART_ADDER
64587381.3379398508,LAPSED_CART_ADDER
67233620.1671202524,LAPSED_CART_ADDER
80227756.4042467410,LAPSED_CART_ADDER
81414076.0050972027,LAPSED_CART_ADDER
84697243.1759361028,LAPSED_CART_ADDER
85309427.0480522227,LAPSED_CART_ADDER
86190263.5034486542,LAPSED_CART_ADDER
92314990.0229177460,LAPSED_CART_ADDER
3602991615.3769459754,LAPSED_CART_ADDER
4299503931.4062810477,LAPSED_CART_ADDER
3742146.9278588751,LAPSED_CART_ADDER
3528128.6443140072,LAPSED_CART_ADDER
8251060.7966717583,LAPSED_CART_ADDER
24528434.5951431208,LAPSED_CART_ADDER
37172453.6905098871,LAPSED_CART_ADDER
45659489.9729736957,LAPSED_CART_ADDER
54178523.4564591415,LAPSED_CART_ADDER
73461897.3801866862,LAPSED_CART_ADDER
51555352.9251145738,LAPSED_CART_ADDER
6703544.4719399076,LAPSED_CART_ADDER
88401061.2558086815,LAPSED_CART_ADDER
3999886.1224547336,LAPSED_CART_ADDER
4362713.8363943874,LAPSED_CART_ADDER
7347186.5385199581,LAPSED_CART_ADDER
8552026.8074429135,LAPSED_CART_ADDER
22106177.8716111630,LAPSED_CART_ADDER
36477340.7053848462,LAPSED_CART_ADDER
36749766.7613547802,LAPSED_CART_ADDER
42196408.7892384412,LAPSED_CART_ADDER
68808829.1753373062,LAPSED_CART_ADDER
75431054.0342240326,LAPSED_CART_ADDER
80961468.0032847961,LAPSED_CART_ADDER
17368666.5218324981,LAPSED_CART_ADDER
65051448.2963996816,LAPSED_CART_ADDER
5388861.7393612585,LAPSED_CART_ADDER
1949149.5083360144,LAPSED_CART_ADDER
4986907.3776644912,LAPSED_CART_ADDER
7194044.0660226304,LAPSED_CART_ADDER
7546598.8753221597,LAPSED_CART_ADDER
16477072.9306289415,LAPSED_CART_ADDER
36286472.6823620026,LAPSED_CART_ADDER
46234733.6469808742,LAPSED_CART_ADDER
54607341.9218016133,LAPSED_CART_ADDER
57505193.5083901043,LAPSED_CART_ADDER
74943789.7544105343,LAPSED_CART_ADDER
19560390.9842587167,LAPSED_CART_ADDER
12121152.8899054709,LAPSED_CART_ADDER
29060606.3557290149,LAPSED_CART_ADDER
1451336.0399630106,LAPSED_CART_ADDER
2004973.6080084453,LAPSED_CART_ADDER
2759718.4913896268,LAPSED_CART_ADDER
2780497.7559610842,LAPSED_CART_ADDER
5341287.1733153260,LAPSED_CART_ADDER
5765539.3420984442,LAPSED_CART_ADDER
6446065.2866692425,LAPSED_CART_ADDER
7939780.5894457070,LAPSED_CART_ADDER
7986147.1950586509,LAPSED_CART_ADDER
10613523.0954647107,LAPSED_CART_ADDER
14818247.3928465402,LAPSED_CART_ADDER
15468476.4183180936,LAPSED_CART_ADDER
21382508.5383091540,LAPSED_CART_ADDER
26644649.4405812691,LAPSED_CART_ADDER
27413579.7605255157,LAPSED_CART_ADDER
33415000.1793452887,LAPSED_CART_ADDER
46360181.6053548785,LAPSED_CART_ADDER
54831209.0434358202,LAPSED_CART_ADDER
65244544.9425423026,LAPSED_CART_ADDER
67913000.8697501599,LAPSED_CART_ADDER
75225379.5860739466,LAPSED_CART_ADDER
79829429.1522797261,LAPSED_CART_ADDER
85706649.9927837016,LAPSED_CART_ADDER
94997588.2326123913,LAPSED_CART_ADDER
95965410.6173282862,LAPSED_CART_ADDER
1758243.3175543061,LAPSED_CART_ADDER
2027204.6633917658,LAPSED_CART_ADDER
2353100.8321143253,LAPSED_CART_ADDER
2477954.5033209898,LAPSED_CART_ADDER
2988542.8957827062,LAPSED_CART_ADDER
3224248.0983506222,LAPSED_CART_ADDER
3226046.7313248862,LAPSED_CART_ADDER
4303448.8373713716,LAPSED_CART_ADDER
4339584.5749495513,LAPSED_CART_ADDER
4785879.7452584943,LAPSED_CART_ADDER
15155477.8310778597,LAPSED_CART_ADDER
53998659.5650739617,LAPSED_CART_ADDER
60430778.9847035145,LAPSED_CART_ADDER
75226128.7943511009,LAPSED_CART_ADDER
82770923.9314940824,LAPSED_CART_ADDER
83457705.0693452592,LAPSED_CART_ADDER
84962725.0527532026,LAPSED_CART_ADDER
85640786.7384243920,LAPSED_CART_ADDER
88744391.3903707890,LAPSED_CART_ADDER
90450943.3261693408,LAPSED_CART_ADDER
8313150483.9648343118,LAPSED_CART_ADDER
4514381.5081056022,LAPSED_CART_ADDER
44398953.5033627452,LAPSED_CART_ADDER
4954715062.6134005834,LAPSED_CART_ADDER
87460824.6260434607,LAPSED_CART_ADDER
51273673.3259758480,LAPSED_CART_ADDER
38677064.5789160958,LAPSED_CART_ADDER
60281232.0516082410,LAPSED_CART_ADDER
1612921.8464431359,LAPSED_CART_ADDER
2244106.9771102742,LAPSED_CART_ADDER
2967785.2705448487,LAPSED_CART_ADDER
3737743.9434592603,LAPSED_CART_ADDER
4926819.0632025414,LAPSED_CART_ADDER
6511985.1100299285,LAPSED_CART_ADDER
7124139.9338257107,LAPSED_CART_ADDER
7939085.4811872555,LAPSED_CART_ADDER
8150882.7894311960,LAPSED_CART_ADDER
8924703.1407770089,LAPSED_CART_ADDER
23782859.1480305226,LAPSED_CART_ADDER
25526502.6327741790,LAPSED_CART_ADDER
25685026.3914365120,LAPSED_CART_ADDER
31572793.6341176058,LAPSED_CART_ADDER
39666203.4078117321,LAPSED_CART_ADDER
41447913.8057336831,LAPSED_CART_ADDER
50715336.1631003521,LAPSED_CART_ADDER
53790252.2426308575,LAPSED_CART_ADDER
73514925.9191382821,LAPSED_CART_ADDER
81269167.5098711637,LAPSED_CART_ADDER
85863843.1898062517,LAPSED_CART_ADDER
90807289.6329264919,LAPSED_CART_ADDER
332137174.8038924808,LAPSED_CART_ADDER
64678619.2568857138,LAPSED_CART_ADDER
5096113722.7140484913,LAPSED_CART_ADDER
4420516.1831662088,LAPSED_CART_ADDER
20714154.0845557240,LAPSED_CART_ADDER
34162383.6799921474,LAPSED_CART_ADDER
37212448.9330778103,LAPSED_CART_ADDER
39297479.2324614179,LAPSED_CART_ADDER
47034550.2566223027,LAPSED_CART_ADDER
64963830.6692255619,LAPSED_CART_ADDER
79609903.0755006818,LAPSED_CART_ADDER
82582387.3980280797,LAPSED_CART_ADDER
17039489.8744060400,LAPSED_CART_ADDER
80295522.4845372829,LAPSED_CART_ADDER
71307075.7346071426,LAPSED_CART_ADDER
33346727.7122926353,LAPSED_CART_ADDER
1070196.5738343197,LAPSED_CART_ADDER
1379923.1188906633,LAPSED_CART_ADDER
1963320.6106651935,LAPSED_CART_ADDER
5194235.6303198619,LAPSED_CART_ADDER
6490922.2643274035,LAPSED_CART_ADDER
8254994.2233387790,LAPSED_CART_ADDER
8631338.4560058119,LAPSED_CART_ADDER
8892568.7473375456,LAPSED_CART_ADDER
8980478.9910849857,LAPSED_CART_ADDER
16274183.2164192852,LAPSED_CART_ADDER
25787496.9507178584,LAPSED_CART_ADDER
26624140.1747882157,LAPSED_CART_ADDER
43102936.7118195548,LAPSED_CART_ADDER
45808312.3672458130,LAPSED_CART_ADDER
48423900.3826926165,LAPSED_CART_ADDER
72724693.0123417998,LAPSED_CART_ADDER
76692902.2441161955,LAPSED_CART_ADDER
77662457.4825183377,LAPSED_CART_ADDER
79773523.0524029997,LAPSED_CART_ADDER
91105232.1498189558,LAPSED_CART_ADDER
81401695.0044752094,LAPSED_CART_ADDER
60826144.1557719088,LAPSED_CART_ADDER
5211574.5409122143,LAPSED_CART_ADDER
49905217.4092632447,LAPSED_CART_ADDER
88069438.3936911022,LAPSED_CART_ADDER
5231633.2700993761,LAPSED_CART_ADDER
27579491.8386420092,LAPSED_CART_ADDER
37233093.6935021737,LAPSED_CART_ADDER
51524169.1369342704,LAPSED_CART_ADDER
83336673.0756068236,LAPSED_CART_ADDER
11900475.9832336643,LAPSED_CART_ADDER
32283011.2308929472,LAPSED_CART_ADDER
50186973.3542405398,LAPSED_CART_ADDER
5501460.6257233221,LAPSED_CART_ADDER
6694479.3052453251,LAPSED_CART_ADDER
8056768.7766077900,LAPSED_CART_ADDER
13692133.6854972296,LAPSED_CART_ADDER
15931835.0338765780,LAPSED_CART_ADDER
20047977.5063301353,LAPSED_CART_ADDER
20514350.4544893131,LAPSED_CART_ADDER
22492536.9441367275,LAPSED_CART_ADDER
29727663.3582740561,LAPSED_CART_ADDER
30462398.0653381137,LAPSED_CART_ADDER
42726642.5751631087,LAPSED_CART_ADDER
56224138.8478538949,LAPSED_CART_ADDER
6679277.3966848343,LAPSED_CART_ADDER
2667863.6888453701,LAPSED_CART_ADDER
3235415.4485917083,LAPSED_CART_ADDER
22624111.7119966827,LAPSED_CART_ADDER
3041861799.9385467077,LAPSED_CART_ADDER
33107161.4208868069,LAPSED_CART_ADDER
1690809.9901929020,LAPSED_CART_ADDER
1879335.6380171284,LAPSED_CART_ADDER
1985227.6026267152,LAPSED_CART_ADDER
2269589.8042191693,LAPSED_CART_ADDER
2815935.9378705332,LAPSED_CART_ADDER
2867726.0152492903,LAPSED_CART_ADDER
5184926.9814880073,LAPSED_CART_ADDER
6547818.4938962842,LAPSED_CART_ADDER
8267165.6086065971,LAPSED_CART_ADDER
8895434.5821206932,LAPSED_CART_ADDER
11966908.6653949778,LAPSED_CART_ADDER
24634594.6415221921,LAPSED_CART_ADDER
44760012.6061276170,LAPSED_CART_ADDER
57971418.8070754254,LAPSED_CART_ADDER
63322786.8031647939,LAPSED_CART_ADDER
76412234.9642977304,LAPSED_CART_ADDER
78284139.0423971233,LAPSED_CART_ADDER
78487932.5261031345,LAPSED_CART_ADDER
85709923.3550636509,LAPSED_CART_ADDER
87505695.4635842674,LAPSED_CART_ADDER
2735824119.5434615256,LAPSED_CART_ADDER
7957859102.4949491449,LAPSED_CART_ADDER
64578243.2567761203,LAPSED_CART_ADDER
56979360.3190016821,LAPSED_CART_ADDER
1871903.3281606820,LAPSED_CART_ADDER
3063142.2030539081,LAPSED_CART_ADDER
6252939.4149654258,LAPSED_CART_ADDER
6621459.9347392967,LAPSED_CART_ADDER
13987781.9628300731,LAPSED_CART_ADDER
23750461.6516492105,LAPSED_CART_ADDER
33968530.6260635955,LAPSED_CART_ADDER
43435675.3346464806,LAPSED_CART_ADDER
61120061.0527807847,LAPSED_CART_ADDER
78160411.6731329662,LAPSED_CART_ADDER
8191260.9380317180,LAPSED_CART_ADDER
94734934.3179683143,LAPSED_CART_ADDER
40346368.5298146460,LAPSED_CART_ADDER
1047049.5351802260,LAPSED_CART_ADDER
1143921.4667262065,LAPSED_CART_ADDER
2554234.5648800715,LAPSED_CART_ADDER
2757040.2270539200,LAPSED_CART_ADDER
2800583.2362802743,LAPSED_CART_ADDER
3378623.6902144249,LAPSED_CART_ADDER
4069363.1122199914,LAPSED_CART_ADDER
4548700.4864436933,LAPSED_CART_ADDER
5148003.4765789966,LAPSED_CART_ADDER
5771972.5338091690,LAPSED_CART_ADDER
6024342.4680563782,LAPSED_CART_ADDER
7030444.9435869335,LAPSED_CART_ADDER
7324501.4128872093,LAPSED_CART_ADDER
7400393.7160960861,LAPSED_CART_ADDER
8898595.4462262317,LAPSED_CART_ADDER
11596332.0243811542,LAPSED_CART_ADDER
14461668.5986939639,LAPSED_CART_ADDER
24972646.4834701068,LAPSED_CART_ADDER
26282949.4602532377,LAPSED_CART_ADDER
28736402.3427897854,LAPSED_CART_ADDER
31400406.2547626687,LAPSED_CART_ADDER
31724730.0407264749,LAPSED_CART_ADDER
34291122.9693506209,LAPSED_CART_ADDER
36776815.3039365462,LAPSED_CART_ADDER
37733556.3234425811,LAPSED_CART_ADDER
40187983.5398428862,LAPSED_CART_ADDER
40439492.1497240497,LAPSED_CART_ADDER
45062942.8242380731,LAPSED_CART_ADDER
45413268.8808824994,LAPSED_CART_ADDER
62585021.8581866939,LAPSED_CART_ADDER
66505467.2141012068,LAPSED_CART_ADDER
70672162.3934149718,LAPSED_CART_ADDER
75955013.5984274945,LAPSED_CART_ADDER
84393242.2231018985,LAPSED_CART_ADDER
89214461.6717181526,LAPSED_CART_ADDER
89383044.4539236597,LAPSED_CART_ADDER
90098922.0919430149,LAPSED_CART_ADDER
98352463.2498287909,LAPSED_CART_ADDER
2625951270.1853865032,LAPSED_CART_ADDER
1322713.7189196627,LAPSED_CART_ADDER
3143268.3476001963,LAPSED_CART_ADDER
22270786.2276290728,LAPSED_CART_ADDER
56745506.0985041170,LAPSED_CART_ADDER
